timestamp,user,mode,status
2026-02-26 12:49:41,srijanpoudel,no_camera,Distracted
2026-02-26 12:49:41,srijanpoudel,no_camera,Focused
2026-02-26 12:49:54,srijanpoudel,no_camera,Distracted
2026-02-26 12:50:15,srijanpoudel,no_camera,Focused
2026-02-26 12:50:16,srijanpoudel,no_camera,Distracted
2026-02-26 13:09:18,srijanpoudel,no_camera,Distracted
2026-02-26 13:09:19,srijanpoudel,no_camera,Focused
2026-02-26 13:09:33,srijanpoudel,no_camera,Distracted
2026-02-28 13:50:47,heysiri,no_camera,Distracted
2026-02-28 13:50:49,heysiri,no_camera,Focused
2026-02-28 13:55:29,heysiri,no_camera,Distracted
2026-02-28 13:55:30,heysiri,no_camera,Focused
2026-02-28 14:16:15,heysiri,camera,Distracted
2026-02-28 14:16:19,heysiri,camera,Focused
2026-02-28 14:16:19,heysiri,camera,Distracted
2026-02-28 14:16:21,heysiri,camera,Focused
2026-02-28 14:16:22,heysiri,camera,Distracted
2026-02-28 14:16:23,heysiri,camera,Focused
2026-02-28 14:16:24,heysiri,camera,Distracted
2026-02-28 14:16:26,heysiri,camera,Focused
2026-02-28 14:16:26,heysiri,camera,Distracted
2026-02-28 14:16:28,heysiri,camera,Focused
2026-02-28 14:16:28,heysiri,camera,Focused
2026-02-28 14:16:36,heysiri,camera,Distracted
2026-02-28 14:16:36,heysiri,camera,Focused
2026-03-01 14:32:05,heysiri,no_camera,Distracted
2026-03-01 14:32:06,heysiri,no_camera,Focused
2026-03-01 14:32:21,heysiri,no_camera,Distracted
2026-03-01 14:32:34,heysiri,no_camera,Focused
2026-03-01 14:32:40,heysiri,no_camera,Distracted
2026-03-01 14:52:17,heysiri,no_camera,Distracted
2026-03-01 14:52:17,heysiri,no_camera,Focused
2026-03-01 14:52:27,heysiri,no_camera,Distracted
2026-03-01 15:04:52,heysiri,no_camera,Distracted
2026-03-01 15:04:53,heysiri,no_camera,Focused
2026-03-01 15:05:11,heysiri,no_camera,Distracted
2026-03-01 15:12:32,heysiri,no_camera,Distracted
2026-03-01 15:12:32,heysiri,no_camera,Focused
2026-03-01 15:12:44,heysiri,no_camera,Distracted
2026-03-01 15:29:19,heysiri,no_camera,Distracted
2026-03-01 15:29:20,heysiri,no_camera,Focused
2026-03-01 15:29:29,heysiri,no_camera,Distracted
2026-03-01 15:29:31,heysiri,no_camera,Focused
2026-03-01 15:29:33,heysiri,no_camera,Distracted
2026-03-01 19:38:05,heysiri,no_camera,Distracted
2026-03-01 19:48:23,heysiri,no_camera,Distracted
2026-03-01 19:48:24,heysiri,no_camera,Focused
2026-03-01 19:48:34,heysiri,no_camera,Distracted
2026-03-01 20:02:33,heysiri,no_camera,Distracted
2026-03-01 20:02:34,heysiri,no_camera,Focused
2026-03-01 20:08:51,heysiri,no_camera,Distracted
2026-03-01 20:08:51,heysiri,no_camera,Focused
2026-03-01 20:09:07,heysiri,no_camera,Distracted
2026-03-01 20:23:56,heysiri,no_camera,Distracted
2026-03-01 20:23:57,heysiri,no_camera,Focused
2026-03-01 20:24:06,heysiri,no_camera,Distracted
2026-03-01 20:25:01,heysiri,no_camera,Distracted
2026-03-01 20:25:01,heysiri,no_camera,Focused
2026-03-01 20:38:54,heysiri,no_camera,Distracted
2026-03-01 20:38:54,heysiri,no_camera,Focused
2026-03-01 20:39:08,heysiri,no_camera,Distracted
2026-03-01 20:40:01,heysiri,no_camera,Distracted
2026-03-01 20:40:02,heysiri,no_camera,Focused
2026-03-01 20:49:26,heysiri,no_camera,Distracted
2026-03-01 20:49:27,heysiri,no_camera,Focused
2026-03-01 20:49:35,heysiri,no_camera,Distracted
2026-03-01 20:49:51,heysiri,no_camera,Focused
2026-03-01 20:50:01,heysiri,no_camera,Distracted
2026-03-01 20:50:48,heysiri,no_camera,Distracted
2026-03-01 20:50:49,heysiri,no_camera,Focused
2026-03-01 20:51:34,heysiri,camera,Distracted
2026-03-01 20:51:43,heysiri,camera,Focused
2026-03-01 20:58:39,heysiri,no_camera,Distracted
2026-03-01 20:58:39,heysiri,no_camera,Focused
2026-03-01 20:58:53,heysiri,no_camera,Distracted
2026-03-01 21:00:01,heysiri,no_camera,Distracted
2026-03-01 21:00:02,heysiri,no_camera,Focused
2026-03-01 21:00:44,heysiri,camera,Distracted
2026-03-01 21:01:08,heysiri,camera,Focused
2026-03-01 21:03:43,heysiri,no_camera,Distracted
2026-03-01 21:03:44,heysiri,no_camera,Focused
2026-03-01 21:03:57,heysiri,no_camera,Distracted
2026-03-01 21:04:50,heysiri,no_camera,Focused
2026-03-01 21:06:17,heysiri,no_camera,Distracted
2026-03-01 21:06:18,heysiri,no_camera,Focused
2026-03-01 21:07:17,heysiri,no_camera,Distracted
2026-03-01 21:07:19,heysiri,no_camera,Focused
2026-03-01 21:07:23,heysiri,no_camera,Distracted
2026-03-01 21:09:43,heysiri,no_camera,Distracted
2026-03-01 21:09:43,heysiri,no_camera,Focused
2026-03-01 21:09:48,heysiri,no_camera,Distracted
2026-03-05 08:27:57,heysiri,no_camera,Distracted
2026-03-05 08:28:00,heysiri,no_camera,Focused
2026-03-05 08:28:05,heysiri,no_camera,Distracted
2026-03-05 08:51:02,heysiri,no_camera,Distracted
2026-03-05 08:51:04,heysiri,no_camera,Focused
2026-03-05 08:51:09,heysiri,no_camera,Distracted
2026-03-05 08:51:33,heysiri,no_camera,Focused
2026-03-05 09:49:04,heysiri,no_camera,Distracted
2026-03-05 09:49:04,heysiri,no_camera,Focused
2026-03-05 09:49:19,heysiri,no_camera,Distracted
2026-03-05 09:50:40,heysiri,no_camera,Distracted
2026-03-05 09:50:41,heysiri,no_camera,Focused
2026-03-05 09:51:52,heysiri,no_camera,Distracted
2026-03-05 09:52:12,heysiri,no_camera,Focused
2026-03-05 09:52:15,heysiri,no_camera,Distracted
2026-03-05 09:55:10,heysiri,no_camera,Distracted
2026-03-05 09:55:11,heysiri,no_camera,Focused
2026-03-05 09:55:23,heysiri,no_camera,Distracted
2026-03-05 09:55:29,heysiri,no_camera,Focused
2026-03-05 09:56:40,heysiri,no_camera,Distracted
2026-03-05 09:56:48,heysiri,no_camera,Focused
2026-03-05 09:56:49,heysiri,no_camera,Distracted
2026-03-05 09:56:53,heysiri,no_camera,Focused
2026-03-05 09:56:58,heysiri,no_camera,Distracted
2026-03-05 09:57:22,heysiri,no_camera,Focused
2026-03-05 09:57:26,heysiri,no_camera,Distracted
2026-03-05 09:57:36,heysiri,no_camera,Focused
2026-03-05 09:57:42,heysiri,no_camera,Distracted
2026-03-05 09:58:00,heysiri,no_camera,Focused
2026-03-05 09:58:53,heysiri,no_camera,Distracted
2026-03-05 09:58:54,heysiri,no_camera,Focused
2026-03-05 09:59:13,heysiri,no_camera,Distracted
2026-03-05 10:00:12,heysiri,no_camera,Distracted
2026-03-05 10:00:13,heysiri,no_camera,Focused
2026-03-05 10:00:25,heysiri,no_camera,Distracted
2026-03-05 10:00:28,heysiri,no_camera,Focused
2026-03-05 10:01:23,heysiri,no_camera,Distracted
2026-03-05 10:02:34,heysiri,no_camera,Distracted
2026-03-05 10:02:35,heysiri,no_camera,Focused
2026-03-05 10:02:49,heysiri,no_camera,Distracted
2026-03-05 10:02:53,heysiri,no_camera,Focused
2026-03-05 10:03:40,heysiri,no_camera,Distracted
2026-03-05 10:06:25,heysiri,no_camera,Distracted
2026-03-05 10:06:26,heysiri,no_camera,Focused
2026-03-05 10:06:38,heysiri,no_camera,Distracted
2026-03-05 10:06:41,heysiri,no_camera,Focused
2026-03-05 10:08:27,heysiri,no_camera,Distracted
2026-03-05 10:08:28,heysiri,no_camera,Focused
2026-03-05 12:46:35,heysiri,no_camera,Distracted
2026-03-05 12:46:35,heysiri,no_camera,Focused
2026-03-05 12:55:32,heysiri,no_camera,Distracted
2026-03-05 12:55:34,heysiri,no_camera,Focused
2026-03-05 12:57:04,heysiri,no_camera,Distracted
2026-03-05 12:57:05,heysiri,no_camera,Focused
2026-03-06 14:53:49,heysiri,no_camera,Distracted
2026-03-06 14:53:51,heysiri,no_camera,Focused
2026-03-06 20:02:15,heysiri,no_camera,Distracted
2026-03-06 20:02:17,heysiri,no_camera,Focused
2026-03-06 20:37:09,heysiri,no_camera,Distracted
2026-03-06 20:37:09,heysiri,no_camera,Focused
2026-03-06 20:42:01,heysiri,no_camera,Distracted
2026-03-06 20:42:01,heysiri,no_camera,Focused
2026-03-06 20:42:47,heysiri,no_camera,Distracted
2026-03-06 20:42:47,heysiri,no_camera,Focused
2026-03-06 20:42:59,heysiri,no_camera,Distracted
2026-03-06 20:43:37,heysiri,no_camera,Focused
2026-03-06 21:02:48,heysiri,no_camera,Distracted
2026-03-06 21:02:51,heysiri,no_camera,Focused
2026-03-09 20:36:06,heysiri,no_camera,Distracted
2026-03-09 20:36:08,heysiri,no_camera,Focused
2026-03-10 10:10:07,heysiri,no_camera,Distracted
2026-03-10 10:10:08,heysiri,no_camera,Focused
2026-03-10 10:12:11,heysiri,camera,Distracted
2026-03-10 10:12:29,heysiri,camera,Focused
2026-03-10 10:20:23,heysiri,no_camera,Distracted
2026-03-10 10:20:24,heysiri,no_camera,Focused
2026-03-10 10:20:56,heysiri,camera,Distracted
2026-03-10 10:21:04,heysiri,camera,Focused
2026-03-10 10:21:17,heysiri,camera,Distracted
2026-03-10 10:21:19,heysiri,camera,Focused
2026-03-10 10:21:22,heysiri,camera,Distracted
2026-03-10 10:21:23,heysiri,camera,Focused
2026-03-11 14:26:54,heysiri,no_camera,Distracted
2026-03-11 14:26:55,heysiri,no_camera,Focused
2026-03-11 14:27:26,heysiri,no_camera,Distracted
2026-03-11 14:27:27,heysiri,no_camera,Focused
2026-03-11 16:03:25,heysiri,no_camera,Distracted
2026-03-11 16:03:26,heysiri,no_camera,Focused
2026-03-11 16:04:27,heysiri,no_camera,Distracted
2026-03-11 16:05:01,heysiri,no_camera,Focused
2026-03-11 16:13:11,heysiri,no_camera,Distracted
2026-03-11 16:13:13,heysiri,no_camera,Focused
2026-03-11 16:13:43,heysiri,no_camera,Distracted
2026-03-11 16:14:05,heysiri,no_camera,Focused
2026-03-11 16:14:21,heysiri,no_camera,Distracted
2026-03-11 16:14:29,heysiri,no_camera,Focused
2026-03-11 16:18:22,heysiri,no_camera,Distracted
2026-03-11 16:18:23,heysiri,no_camera,Focused
2026-03-11 16:19:07,heysiri,no_camera,Distracted
2026-03-11 16:19:22,heysiri,no_camera,Focused
2026-03-11 16:19:38,heysiri,no_camera,Distracted
2026-03-11 16:19:57,heysiri,no_camera,Focused
2026-03-11 16:21:57,heysiri,camera,Distracted
2026-03-11 16:22:07,heysiri,camera,Focused
2026-03-11 16:22:11,heysiri,camera,Distracted
2026-03-11 16:22:12,heysiri,camera,Focused
2026-03-11 16:22:13,heysiri,camera,Distracted
2026-03-11 16:22:14,heysiri,camera,Focused
2026-03-11 16:22:15,heysiri,camera,Distracted
2026-03-11 16:22:26,heysiri,camera,Focused
2026-03-11 16:22:28,heysiri,camera,Distracted
2026-03-11 16:22:29,heysiri,camera,Focused
2026-03-11 16:22:30,heysiri,camera,Distracted
2026-03-11 16:22:31,heysiri,camera,Focused
2026-03-11 16:23:10,heysiri,no_camera,Distracted
2026-03-11 16:23:10,heysiri,no_camera,Focused
2026-03-11 16:23:21,heysiri,no_camera,Distracted
2026-03-11 16:23:30,heysiri,no_camera,Focused
2026-03-11 16:23:30,heysiri,no_camera,Distracted
2026-03-11 16:23:31,heysiri,no_camera,Focused
2026-03-11 16:23:32,heysiri,no_camera,Distracted
2026-03-11 16:23:34,heysiri,no_camera,Focused
2026-03-11 16:23:35,heysiri,no_camera,Distracted
2026-03-11 16:23:36,heysiri,no_camera,Focused
2026-03-11 16:23:37,heysiri,no_camera,Distracted
2026-03-11 16:23:38,heysiri,no_camera,Focused
2026-03-11 16:23:39,heysiri,no_camera,Distracted
2026-03-11 16:23:40,heysiri,no_camera,Focused
2026-03-11 16:23:41,heysiri,no_camera,Distracted
2026-03-11 16:23:41,heysiri,no_camera,Focused
2026-03-11 16:23:42,heysiri,no_camera,Distracted
2026-03-11 16:23:43,heysiri,no_camera,Focused
2026-03-11 16:23:44,heysiri,no_camera,Distracted
2026-03-11 16:23:52,heysiri,no_camera,Focused
2026-03-11 16:23:53,heysiri,no_camera,Distracted
2026-03-11 16:23:54,heysiri,no_camera,Focused
2026-03-11 16:23:55,heysiri,no_camera,Distracted
2026-03-11 16:23:55,heysiri,no_camera,Focused
2026-03-11 16:23:56,heysiri,no_camera,Distracted
2026-03-11 16:23:57,heysiri,no_camera,Focused
2026-03-11 16:23:58,heysiri,no_camera,Distracted
2026-03-11 16:23:58,heysiri,no_camera,Focused
2026-03-11 16:24:00,heysiri,no_camera,Distracted
2026-03-11 16:24:00,heysiri,no_camera,Focused
2026-03-11 16:24:01,heysiri,no_camera,Distracted
2026-03-11 16:24:02,heysiri,no_camera,Focused
2026-03-11 16:24:03,heysiri,no_camera,Distracted
2026-03-11 16:24:04,heysiri,no_camera,Focused
2026-03-11 16:24:05,heysiri,no_camera,Distracted
2026-03-11 16:24:05,heysiri,no_camera,Focused
2026-03-11 16:24:06,heysiri,no_camera,Distracted
2026-03-11 16:24:06,heysiri,no_camera,Focused
2026-03-11 16:24:07,heysiri,no_camera,Distracted
2026-03-11 16:24:07,heysiri,no_camera,Focused
2026-03-11 16:24:08,heysiri,no_camera,Distracted
2026-03-11 16:24:09,heysiri,no_camera,Focused
2026-03-11 16:24:10,heysiri,no_camera,Distracted
2026-03-11 16:25:14,heysiri,no_camera,Distracted
2026-03-11 16:25:14,heysiri,no_camera,Focused
2026-03-11 16:26:00,heysiri,no_camera,Distracted
2026-03-11 16:26:05,heysiri,no_camera,Focused
2026-03-11 16:35:52,heysiri,no_camera,Distracted
2026-03-11 16:35:53,heysiri,no_camera,Focused
2026-03-11 16:37:09,heysiri,no_camera,Distracted
2026-03-11 16:37:26,heysiri,no_camera,Focused
2026-03-11 16:37:50,heysiri,no_camera,Distracted
2026-03-11 16:38:03,heysiri,no_camera,Focused
2026-03-11 16:43:15,heysiri,no_camera,Distracted
2026-03-11 16:43:17,heysiri,no_camera,Focused
2026-03-11 16:44:01,heysiri,no_camera,Distracted
2026-03-11 16:44:06,heysiri,no_camera,Focused
2026-03-11 16:44:22,heysiri,no_camera,Distracted
2026-03-11 16:44:27,heysiri,no_camera,Focused
2026-03-11 17:18:17,heysiri,no_camera,Distracted
2026-03-11 17:18:18,heysiri,no_camera,Focused
2026-03-11 17:18:50,heysiri,no_camera,Distracted
2026-03-11 17:19:05,heysiri,no_camera,Focused
2026-03-11 17:19:06,heysiri,no_camera,Distracted
2026-03-11 17:19:07,heysiri,no_camera,Focused
2026-03-11 17:19:08,heysiri,no_camera,Distracted
2026-03-11 17:19:08,heysiri,no_camera,Focused
2026-03-11 17:19:09,heysiri,no_camera,Distracted
2026-03-11 17:19:09,heysiri,no_camera,Focused
2026-03-11 17:19:10,heysiri,no_camera,Distracted
2026-03-11 17:19:10,heysiri,no_camera,Focused
2026-03-11 17:19:11,heysiri,no_camera,Distracted
2026-03-11 17:19:11,heysiri,no_camera,Focused
2026-03-11 17:19:13,heysiri,no_camera,Distracted
2026-03-11 17:19:13,heysiri,no_camera,Focused
2026-03-11 17:19:14,heysiri,no_camera,Distracted
2026-03-11 17:19:15,heysiri,no_camera,Focused
2026-03-11 17:19:15,heysiri,no_camera,Distracted
2026-03-11 17:19:15,heysiri,no_camera,Focused
2026-03-11 17:19:16,heysiri,no_camera,Distracted
2026-03-11 17:19:16,heysiri,no_camera,Focused
2026-03-11 17:19:17,heysiri,no_camera,Distracted
2026-03-11 17:19:17,heysiri,no_camera,Focused
2026-03-11 17:19:18,heysiri,no_camera,Distracted
2026-03-11 17:19:18,heysiri,no_camera,Focused
2026-03-11 17:19:20,heysiri,no_camera,Distracted
2026-03-11 17:19:20,heysiri,no_camera,Focused
2026-03-11 17:19:21,heysiri,no_camera,Distracted
2026-03-11 17:20:21,heysiri,no_camera,Distracted
2026-03-11 17:20:21,heysiri,no_camera,Focused
2026-03-11 17:20:32,heysiri,no_camera,Distracted
2026-03-11 17:21:58,heysiri,no_camera,Distracted
2026-03-11 17:21:58,heysiri,no_camera,Focused
2026-03-11 17:22:06,heysiri,no_camera,Distracted
2026-03-11 17:22:06,heysiri,no_camera,Focused
2026-03-11 17:22:07,heysiri,no_camera,Distracted
2026-03-11 17:32:33,heysiri,no_camera,Distracted
2026-03-11 17:32:34,heysiri,no_camera,Focused
2026-03-11 17:33:50,heysiri,no_camera,Distracted
2026-03-11 17:37:41,heysiri,no_camera,Focused
2026-03-11 17:42:44,heysiri,no_camera,Distracted
2026-03-11 17:42:44,heysiri,no_camera,Focused
2026-03-11 17:43:56,heysiri,no_camera,Distracted
2026-03-11 17:44:08,heysiri,no_camera,Focused
